Species,name
KPN,Ornamented boxcrab
KPO,Ocellated box crab
KPS,Yellow box crab
KPH,Ridged box crab
KPV,Arched box crab
KPU,Small arched box crab
KPL,Common box crab
KPK,Giant box crab
KPP,Spectacled box crab
KPG,Shamefaced crab
HGV,Globose box crab
HUY,Flecked box crab
HFK,Havana box crab
HFL,Spoted box crab
MQU,Moon crab
MQP,Flower moon crab
MQV,Common moon crab
YMG,Paco box crab
OLV,Paromola
JDC,Japan. deepwater carrier crab
OAT,Homole crab
OOF,African ghost crab
OOK,Tufted ghost crab
OYQ,Rounded ghost crab
ODK,Horned ghost crab
ODD,Common ghost crab
QDE,
QDK,
QIX,
UCG,West african fiddler crab
UCC,Swamp ghost crab
UCD,Mangrove ghost crab
MHQ,Mud crab
KDA,Lagoon land crab
KDG,Giant land crab
KDC,Chestnut crab
KDK,Mouthless land crab
DIR,Blue land crab
DJL,Longlegged land crab
DJR,Rugose land crab
GKP,Red Pacific land crab
GKQ,Whitespotted land crab
GKM,Malpelo land crab
GED,Purple land crab
DRH,Redeye sponge crab
DRO,Common sponge crab
DME,Sleepy crab
LUW,Cannonball sponge crab
LDQ,Japanese sponge crab
RAQ,Spanner crab
EHK,Giant ciliate Ethusa
GAK,Square-shelled crab
KKM,Japanese rock crab
KKN,California red rock crab
CRK,Atlantic rock crab
DUN,Dungeness crab
KKJ,Northern lemon rock crab
CRE,Edible crab
CRJ,Jonah crab
ROC,Pacific rock crab
KCB,Toothed rock crab
CWE,Mola rock crab
CAD,"Jonah crabs, rock crabs nei"
NPJ,African mud crab
KPC,Batwing coral crab
KPX,Marbled stone crab
KPM,Clown crab
EIE,Smooth spooner
ESX,Splendid spooner
EUX,Sawedged spooner
EDU,Spiny spooner
OZV,Punched stone crab
OZG,Spottedbelly rock crab
OZT,Beaded rock crab
EHH,Orange-hand stone crab
EQS,Smooth redeyed crab
EIK,Warty crab
TGX,Giant egg crab
HQA,Champagne crab
MPW,Mangrove stone crab
MMF,Smooth stone crab
EXH,Longfingered peeler crab
HWP,Giant stone crab
STC,Black stone crab
MIQ,Lumpy stone crab
ENF,Stridulating stone crab
MHZ,Maroon stone crab
JLA,
KNR,Red swimcrab
RSQ,Speckled swimcrab
REX,Sand swimcrab
KHN,Ridged swimming crab
KHF,Crucifix crab
YBJ,Japanese swimming crab
YBF,Smoothshelled swimming crab
YBN,Twospined arm swimming crab
YBU,Banded-legged swimming crab
YBT,Blunt-toothed crab
YBH,Lesser swimming crab
YFB,Two-spot swimming crab
YHW,Hawaiian swimming crab
YVB,Spiny hands swimming crab
YZB,Soldier swimming crab
YBX,Charybdis crabs nei
SCD,Blue swimming crab
OSX,Iridescent swimming crab
GAZ,Gazami crab
OSQ,Lancer swimcrab
RTQ,Blotched swimming crab
UNG,Threespot swimming crab
OUE,Rough swimcrab
OUX,Xantus swimcrab
PVQ,Senegalese smooth swimcrab
QAI,
QSO,
CRS,Portunus swimcrabs nei
ODV,Periscope crab
TLK,Wide front swimcrab
TAX,Spiny claw swimming crab
QOX,
BNQ,Peppermint swimcrab
EHD,Pelagic swimcrab
EYX,Robustus swimcrab
MQL,Knobby swimcrab
UML,Slender swimcrab
KLM,Bigfisted swimcrab
CRB,Blue crab
KLG,Marbled swimcrab
KLP,Gladiator swimcrab
CRZ,Dana swimcrab
CRC,Giant swimcrab
KLB,Blunttooth swimcrab
KLE,Rugose swimcrab
KLL,Masked swimcrab
KLC,Maracaibo swimcrab
KLO,Shelling crab
KLU,Cuata swimcrab
KLI,Warrior swimcrab
KLS,Lesser blue crab
KLT,Sharptooth swimcrab
CAL,Callinectes swimcrabs nei
OVP,Sand crab
QIA,
CRG,Green crab
CMR,Mediterranean shore crab
CZW,Carcinus crabs nei
MUD,Indo-Pacific swamp crab
YLW,Orange mud crab
YAR,Green mud crab
YAT,Purple mud crab
YUX,
LIO,Velvet swimcrab
ICC,Wrinkled swimcrab
IOD,Blue-leg swimcrab
LQA,Arched swimming crab
LQV,Smooth swimcrab
LQZ,Liocarcinus swimcrabs nei
QPH,Henslowís swimming crab
SWM,"Swimming crabs, etc. nei"
GPJ,Purple mangrove crab
GIK,Racer mangrove crab
GSQ,Lightfoot crab
GUJ,Mottled crab
GPK,Natal lightfoot crab
IFJ,
YGT,African matchbox crab
YGM,Marbled rock crab
ERQ,Angola marsh crab
RMS,Hairy matchbox crab
MGQ,Shore crab
VAL,Peregrine crab
VAU,Sundaic paddler crab
EJV,Violet vinegar crab
EJC,Pinkfingered vinegar crab
EJM,Thai vinegar crab
EJP,Rathbun's vinegar crab
EJI,Singapore vinegar crab
UIT,Tuberculated light-foot crab
JMO,
ERS,Chinese mitten crab
AXG,Long-armed crab
MXI,Channel-clinging crab
MXT,Harbour spidercrab
TEV,Velvet spidercrab
SCR,Spinous spider crab
JCP,Lesser spider crab
JCG,Spiny spider crab
JCX,Maja spider crabs nei
MJP,Panamic spidercrab
ZYA,Common decorator crab
ZYD,Pronghorn decorator crab
CRQ,Queen crab
CVB,Tanner crab
CWJ,Red snow crab
PCR,Tanner crabs nei
JAJ,Southern spider crab
MVD,Atlantic lyre crab
MVH,Arctic lyre crab
MJW,"Toad, lyre crabs nei"
HBZ,Hair crab
KEM,Portly spider crab
ELQ,El Dorado shrimp
CGE,West African geryon
HNQ,Pink geryon
HBJ,Pacific golden crab
HNX,Japanese golden crab
HOQ,Austral golden crab
HKH,Indonesian golden crab
HQP,Polynesian golden crab
KEF,Deep-sea red crab
CRR,Red crab
HBN,Southwest Atlantic red crab
HFB,Golden deepsea crab
GER,Chaceon geryons nei
GRQ,Mediterranean geryon
QYU,
GYX,Geryons nei
GEY,"Deep-sea crabs, geryons nei"
UIS,Tidal spray crab
NBZ,Nimble spray crab
IFY,
GKT,Tasmanian giant crab
CRA,Marine crabs nei
FCX,Freshwater crustaceans nei
CRU,Marine crustaceans nei
KDN,Glisten-worm solenogaster
RTW,Jawed solenogaster
DDC,Leaf-spiculed solenogaster
KHU,Articulate chiton
KHS,Stoke's chiton
KHX,Chitons nei
KPQ,West Indian fuzzy chiton
OKK,Gold-flecked chiton
NLK,Northern red chiton
KCQ,Portobelo chiton
IKB,Atlantic rose chiton
NYN,Eastern hanleya
KPT,Eastern beaded chiton
CZQ,Eastern surf chiton
LFY,Pacific veiled chiton
KKD,Smooth glass-hair chiton
KSZ,
NTX,Occidental tuskshell
DEG,Stained tuskshell
KRZ,
HMX,Nineside toothshell
USH,Salish toothshell
PEE,Common periwinkle
PER,Periwinkles nei
LRZ,Rough periwinkle
EKG,Hailstorm prickly-winkle
EKQ,Coronate prickly-winkle
EQP,Pagoda prickly-winkle
NDY,Pyramidal prickly-winkle
HXU,Black murex
HXX,Radish murex
HXJ,Ambiguous murex
HXK,Prince murex
HXH,Endive murex
HXR,Angular murex
HZX,
UXP,Venus comb murex
UXT,Black-spined murex
UXR,Rarespined murex
UXU,Caltrop murex
MXX,Scalloped murex
MUE,Murex
FTR,Cabbage murex
FTY,Pink-mouthed murex
FTG,Regal murex
FNT,Banded murex
FLM,Margarita murex
FLO,Apple murex
FNX,Duplex murex
CHQ,Chocolate rockshell
HQK,Callao rock shell
HQM,Two-row rock shell
HQJ,Gourd rock shell
HSV,Aculeate rock shell
HIW,Alou rock shell
HGZ,Belligerent rock shell
HBF,Toad purpura
HUZ,Tuberose rock shell
HSZ,Deltoid rock shell
ISO,Crowned rock shell
ISD,Nodose rock shell
IBX,
UPQ,Wide-foot purpura
UPX,Rudolph's purpura
UQP,Persian purpura
KFT,Turreted drill
YJT,Shoot rock shell
YJL,Carinate rock shell
UUR,Bent-beak murex
UUQ,Snipe's bill murex
UTH,Goldmouth murex
UTD,Don Moore's murex
UTS,Messorius murex
BOY,Purple dye murex
BOQ,Horned murex
OBX,Hedge hog murex
DRT,Crested murex
URK,Blainville's murex
KCE,Adusta murex
KCO,Ramose murex
KCK,Firebrand murex
KSB,West Indian murex
KEV,Virginal murex
NCX,
NSF,Francolina jopas
NSX,Wreath jopas
VXV,Vexillate jopas
RPW,Thomas' rapa whelk
RQR,Turnish shaped rapa
RPN,Sea snails
SNE,False abalone
AIW,
CZH,
JLX,Murex shells nei
HJV,Pink abalone
HAZ,Black abalone
HRW,Southern green abalone
ABF,Red abalone
HSW,White abalone
HTW,Threaded abalone
LIY,Donkey's ear abalone
ABJ,Japanese abalone
ABG,Giant abalone
LGX,Glistening abalone
ABP,Perlemoen abalone
LGW,Oval abalone
ABR,Blacklip abalone
HLT,Tuberculate abalone
ABM,Small abalone
LQQ,Planate abalone
LQW,Variable abalone
AIZ,Pinto abalone
AJF,
DZS,
UQK,Greenlip abalone
UQL,Roe's abalone
UQM,
UQN,
ABX,Abalones nei
GKE,Snakeskin tegula
GFX,
NQA,Articulate monodont
NQU,Turbinate monodont
NQM,Mutable monodont
MND,Labio monodont
MDX,Top shell
KLQ,Shining top-shell
KON,Granular top-shell
KOT,Gualtieri's top-shell
KOI,Laugier's top-shell
KOZ,Painted top-shell
KCJ,Jussieu's chanculus
GBQ,Adanson's gibbula
GBJ,White gibbula
GBX,Red-brown gibbula
GBW,Divaricate gibbula
GBY,Chapel gibbula
GIZ,Magus gibbula
GIH,Philbert's gibbula
GJR,Concave gibbula
GJI,Richard's gibbula
GJM,Umbilicate medit. gibbula
GJV,Variegate gibbula
TKW,Cone-shaped top
RQM,Maculated top
RQN,Commercial top
RQH,Lined top
TSH,Trochus shells nei
JUX,Exasperating jujubine
EQY,Pyramid top
EQF,Fenestrate top
TKX,Dentate top shell
UMV,Common button top
UBT,Costate top
KUI,West Indian top shell
OAW,
JKU,
QAT,Rockpile turban
QAU,Wavy turban
QAS,Spirate turban
AJR,Rough turbo
UBF,Pacific turban
TOS,Horned turban
UBX,Stone turban
UBQ,Squamate turban
GIW,Giant periwinkle
UBR,Silvermouth turban
UBH,Goldmouth turban
UOA,Green turban
UBE,Tapestry turban
UOS,Rough turban
UOB,Brown Pacific turban
UOI,Smooth moon turban
UOO,Coronate moon turban
UOR,Crass turban
UBN,Channelled turban
UOT,Chestnut turban
UXS,Turbans nei
GSH,Turban shells nei
HOW,Blood-stained turbo
TMZ,Spurred turban
LQK,Carved star-shell
IPT,Imbricated star-shell
IPU,Green star-shell
BQA,Common spider conch
BQN,Giant spider conch
BQH,Chiragra spider conch
BQW,Orange spider conch
BQI,Milleped spider conch
BQJ,Scorpio spider conch
BPX,
COO,Queen conch
TBG,Giant Eastern Pacific conch
TBI,Eastern Pacific fighting conch
TBV,Cock's comb conch
TBQ,Granulated conch
QSA,Diana conch
QSB,Bubble conch
QSN,Dog conch
QSG,Gibbose conch
QSL,Plicate conch
QSE,Silver conch
QSU,Strawberry conch
QSR,Little pitcher conch
QSD,Samar conch
QSP,Swan conch
QST,Widest Pacific conch
QSM,Marginate conch
QSI,Mutable conch
QSS,Laciniate conch
QSV,Variable conch
MBQ,Milk conch
UGA,Roster-tail conch
RXU,Fighting conch
RXR,Hawk-wing conch
RXL,West African stromb
SXJ,Three-knobbed conch
CON,Stromboid conchs nei
TBE,Terebellum conch
IBF,Shinbone tibia
JTX,Conch shells nei
WHE,Whelk
BCP,Humphrey's buccinum
BEX,
OOX,Gates' goblet
BQO,Striated buccinum
KAD,D'Orbigny's buccinum
KQU,Waved goblet
PIZ,Striate pisania
YJA,Maculated ivory whelk
YJU,Mud ivory whelk
YJS,Spiral babylon
YJX,
NBT,Antarctic whelk
FOL,Antarctic trophon
FPX,
WUW,
WUX,
DMW,
KWH,
DMX,
AJV,
MGZ,Pacific melongena
NGK,West Indian crown conch
NFX,
UGC,Spiral melongena
UGK,Colossal melongena
UGT,Ternate melongena
UGO,Giant hairy melongena
UGX,
WJT,Knobbed whelk
WKO,Lightning whelk
WHX,Whelks
VLM,Nutmeg melongena
WKQ,Channeled whelk
UNN,Dwarf frog shell
UFO,Purse frog shell
UON,Common frog shell
UUN,Warty frog shell
UUB,Giant frog shell
UUE,Reddish frog shell
VAX,Frog shell nei
FUQ,Pacific Scotch bonnet
FMG,Grooved helmet
FMS,Saburon helmet
FAD,Banded bonnet
FAR,Checkerboard bonnet
FAU,Grey bonnet
FAX,
KDE,Spiny bonnet
KDH,Rugose bonnet
KSC,Horned helmet
KSF,Flame helmet
KSD,Emperor helmet
KST,King helmet
KSS,Tessellate helmet
KSX,
YRR,Bullmouth helmet
XIX,Helmets shells nei
TBJ,Slender strombina
YEC,Dotted dove shell
KDU,Spiny slipper shell
KDX,Excavated slipper shell
KDY,Onyx slipper shell
KPB,Slipper-limpet crepidule
KPI,Nail-shaped crepidule
KPE,Goree slipper shell
KDF,American slipper-limpet
KWX,
KRS,Brown cup-and-saucer
KXX,
KPJ,Chinese cup-and-saucer
FSD,Du Petit's spindle
FSO,Beaked fusus
FSY,Syracusan fusus
FUK,Distaff spindle
FUN,Nicobar spindle
FUL,Philippi's spindle
UPK,Prince horse conch
UQS,Salmon horse conch
UOZ,Trapezium horse conch
UVX,Horse conches nei
FKL,Wooden fasciolaria
FST,True tulip
FKX,
GQG,Precious stone shell
IUO,Many-angled spindle
JSI,Brown-lined latirus
LZN,Chestnut latirus
GHN,Great keyhole limpet
FSE,Green Panama keyhole limpet
FSB,Barbados keyhole limpet
FSM,Rayed keyhole limpet
FSU,Cloudy keyhole limpet
FSK,Compressed keyhole limpet
FSX,
TBB,Stromboli keyhole limpet
DDL,Lister's keyhole limpet
DFX,
LQJ,Giant owl limpet
LQT,File limpet
KJX,
LDX,Pacific sugar limpet
LDZ,Striate limpet
JYW,
JYX,
NJB,Broderip's moon snail
NJC,Chemnitz's moon snail
NTZ,Beautifully-banded moon snail
NJS,Starry moon snail
NJT,Tiger moon snail
NJV,Calf moon snail
NJU,Gualteri's moon snail
NJL,Lined moon snail
NKA,Adanson's moon snail
NKO,Collar moon snail
NKM,Flamed moon snail
NKK,Morocco moon snail
NKT,Turton's moon snail
NDX,
NKH,Hebrew moon-shell
NKS,Thousand-spotted moon-shell
NKD,Dillwyn's moon-shell
NKV,Ribboned moon-shell
NVJ,Josephine's moon-shell
NVA,Eggwhite moon snail
NVE,Elephant's-foot moon snail
UNQ,Chained moon-shell
UTF,Brown moon-shell
UTG,Guillemin's moon-shell
UTP,Pretty moon-shell
YDI,Entangled moon-shell
TCX,Flamed moon-shell
OKY,Bladder moon snail
OKM,Pear-shaped moon snail
OKU,Blackmouth moon snail
OLZ,Seba's moon snail
UMU,Concave baby's ear
UIX,
OVF,Tent olive
OVI,Redmouth olive
OVN,Amethyst olive
OVC,Purplemouth olive
OVV,Common olive
OVR,Blood olive
OVT,Tricolor olive
OVU,Black olive
OVL,Netted olice
OVS,Lettered olive
OVG,Tiger olive
OXX,
PXQ,Giant Mexican limpet
LQC,Rayed mediterranean limpet
LQF,Ferreous limpet
LQN,Black limpet
LQR,Rustic limpet
LQY,Rough limpet
PQX,Star-shaped limpet
QPM,Cinnabar limpet
QTV,Limpet
WPT,
QTE,
QTI,Mournful limpet
LPZ,Limpets nei
HNY,Velvet helcion
KNO,Rayed limpet
KNT,Turtle limpet
NCI,Antarctic limpet
NCJ,Depressed limpet
NKG,Kerguelen limpet
CZD,
DSD,Decussate distorsio
DSN,Common distorsio
DSR,Reticulate distorsio
RCQ,Humboldt's potamid
KHO,Obtuse horn shell
KHC,Girdled horn shell
KHQ,Quadrate horn shell
KED,Cut-off swamp cerith
TXE,Telescope snail
TBP,Mud creeper
TBX,Sulcate swamp cerith
FNG,Giant false limpet
FNJ,Javanese false limpet
FNL,Fringed false limpet
FNS,Sirius false limpet
MGH,Pacific cask shell
MEZ,Grinning tun
MZX,
TOQ,Helmet ton
TAV,Costate tun
TPX,Pacific partridge tun
OSZ,Banded tun
OAC,Channeled tun
TOY,Spotted tun
QTO,Oily tun
QTT,Mosaic tun
VSK,Gauntlet vase
VSE,Ceram vase
VST,Top vase
VSP,Spiny vase
VSU,Caribbean vase
YXA,Australian trumpet
UBY,Indian chank
UAX,
BZW,
KFU,Tuberculate kneefastia
YSY,Noble giant turrid
YSX,White keeled turrid
URJ,Lybian turrid
LFJ,Indian turrid
UCJ,Javanese turrid
UIY,Babylonia turrid
OHQ,Common pelican-foot
OHX,Serre's pelican-foot
KPR,Hungarian cap-shell
KTQ,Spicate cerithe
KHR,Mediterranean cerithe
KHV,Common cerithe
KEC,Coral cerith
KEE,Spinose cerith
KEN,Giant knobbed cerith
KYY,Necklace cerith
RVF,Banded vertagus
RVV,Common vergatus
RVA,Rough vergatus
RVS,Obelisk vergatus
PVC,Aluco vergatus
KFK,Lamellose coral-shell
KFB,Short coral-shell
KFM,Meyendorff's coral shell
LXA,Babel's latiaxis
AGJ,Oil-vessel triton
AZG,
KRJ,Knobbed triton
KRN,Variegated triton
KVX,
KMO,Corrugated triton
KMU,Cuticle-clad triton
KMR,Neapolitan triton
YMM,Shortneck triton
YMN,Nicobar hairy triton
YMJ,Aquatile hairy triton
YUI,Intermediate hairy triton
YUL,Black-spotted triton
YUJ,Common hairy triton
YUY,Pear triton
YJF,Angular triton
YYW,
YYX,
FEW,Oregon triton
FMB,
FEX,
MJQ,Horny miter
IRN,Brown miter
IRZ,Zoned miter
IRR,Adusta miter
IRM,Episcopal miter
IRK,Pontifical miter
UIN,Ebony miter
VGX,Mitres nei
IIR,Netted nassa
III,Thickened nassa
IIL,Filed nassa
NSQ,Changeable nassa
NKN,Horned nassa
NKC,Cuvier's nassa
NAZ,Gibbous nassa
NJA,Cake nassa
NJO,Coronate nassa
NJR,Burned nassa
NJD,Channeled nassa
NJN,Glans nassa
NBX,
YCJ,Cyclope nassa
ULJ,Miran bullia
UNX,
UTO,Horny auger
ULR,Monterosato's auger
URO,Muddy auger
UIR,Screw turret
UID,Duplicate turret
NQB,Oxpalate nerite
NQC,Chameleon nerite
NQP,Plicate nerite
NQO,Polished nerite
NQK,Costate nerite
NQI,Pitchy nerite
NQL,Flatspired nerite
NQQ,Scaly nerite
NJE,Bleeding tooth
NQS,Senegal nerite
NIX,
NQJ,Turreted nerite
DDX,Great worm shell
UBL,Snake-like worm shell
UOE,Jellyfish worm shell
XFO,Sunburst carrier shell
YEA,Arabian cowrie
YEM,Map cowrie
YEJ,Humpback cowrie
YRT,Mole cowrie
YRQ,Tiger cowrie
YRV,Pacific deer cowrie
YRL,Gold ring cowrie
YPG,Eyed cowie
YQB,Boutet's cowrie
YQC,Serpent's head cowrie
YQA,Carnelian cowrie
YQU,Dragon cowrie
YQD,Depressed cowrie
YQE,Eglantine cowrie
YQR,Eroded cowrie
YQS,Isabelle cowrie
YQL,Monster cowrie
YQY,Lynx cowrie
YQM,Reticulated cowrie
YQO,Money cowrie
YQV,Walled cowrie
YQX,Onyx cowrie
YQH,Schilders' cowrie
YPZ,Jester cowrie
YQN,Tummy cowrie
YPH,Histrio cowrie
YVG,Tortoise cowrie
ZAX,Cowries nei
OVO,Common egg cowrie
VVV,Shuttlecock volva
FIG,Graceful fig shell
FIU,Underlined fig shell
KOC,Maculated dwarf triton
YBV,Bat volute
EOQ,Diadem volute
EOX,Indian volute
VLU,Common music volute
VLV,Green music volute
YBC,Pig's snout volute
YBM,Marmorate volute
YBG,Elephant's snout volute
YBP,Neptune's volute
YBO,Olla volute
CXY,Volutes nei
HVC,Charcot's volute
VCP,Challenger volute
GVO,Golden volute
ZDF,Angulate volute
WTW,
WTX,
DVW,
DVX,
AJO,Volute
HRQ,Articulate harp
HRX,True harp
HBM,Major harp
JJX,Harp shells nei
VXR,Rugose iter
VXU,Little-fox miter
KNL,Lettered cone
KNQ,Oak cone
KNE,Suratan cone
KNB,Beech cone
KOK,Crowned cone
KNV,Yellow Pacific cone
KNG,General cone
KOE,Leopard cone
KOV,Livid cone
KOO,Marble cone
KOA,Rayed cone
KOQ,Tesselate cone
KUX,Textile cone
KUM,Mouse cone
KUJ,Royal cone
XUX,Cone shells nei
BQK,Marlinspike
BQE,Fly spotted auger
BQQ,Subulate auger
ULH,Sandbeach auger
JVX,Auger shells nei
KKX,Giant sundial
KKR,Clear sundial
DBU,Shoulderblade sea cat
EBD,Judas ear cassidula
EBM,Midas ear cassidula
YHS,Common pythia
QPB,Subantarctic struthiolaria
GFZ,Chinese mystery snail
UDW,
UDX,
DAW,Round slippersnail
DAX,
DAL,
KSH,
JQG,Korean mud snail
WPZ,
GAS,Gastropods nei
GKV,Greenish glauconomya
KMB,Mexican jewel box
KML,Lazarus jewel box
KMP,Reflexed jewel box
KMS,Savigny's jewel box
GQH,Oxheart cockle
RAW,Hazelnut ark
RKM,Mossy ark
RKQ,Noah's ark
RQP,Chuchoca ark
RQV,Ventricose ark
RQZ,Turkey wing
AKQ,Indo-Pacific ark
ARK,Ark clams nei
BQB,Hairy ark
BQF,Decussate ark
BQU,Almond ark
BIJ,Lurid ark
BJX,
NIL,Heavy African ark
NJG,Gambia ark
NKX,
FCR,Incongruous ark
FCE,Chemnitz's ark
FCL,Globose ark
FCI,Inequivalve ark
FCD,Rudder ark
ACB,Inflated ark
MCL,Half-crenated ark
KFC,Corneous ark
FKP,Pill ark
NDU,Sowerby's ark
FTX,
DOE,Half-propellor ark
DOO,Propellor ark
BLC,Blood cockle
NDQ,Antique ark
NDC,Basket ark
NDV,Diluvial ark
NDE,Rusty ark
NDN,Grand ark
NDM,Mazatlan's ark
NDT,Many ribbed ark
NDO,Nodular ark
NQR,Reinhart's ark
NQT,Black ark
NDL,Eared ark
NRQ,Brown ark
DRG,Senegal ark
NDZ,Blood ark
BLS,Anadara clams nei
MVS,Washboard
UBD,Ohio pigtoe
EPQ,Dromedary pearlymussel
MFY,Eastern pearlshell
MFC,Western pearlshell
VLI,Rainbow
LFK,Wavy-rayed lampmussel
YGR,Giant floater
SWT,Swan mussel
HZC,Triangle sail mussel
WCP,Cockscomb pearl mussel
FSH,Freshwater mussel shells
PNM,Blacklip pearl oyster
PNX,Silverlip pearl oyster
IKN,Jingle pearl oyster
IKP,Cape pearl-oyster
PNF,Japanese pearl oyster
IKH,Tiled pearl oyster
IKI,Atlantic pearl oyster
IKM,Mazatlan pearl oyster
IKS,Fringed pearl oyster
IDM,Spotted pearl oyster
IDR,Rayed pearl oyster
IZX,Pearl oysters nei
OSH,Pearl oyster shells nei
PTE,Penguin wing oyster
TEW,Western wing oyster
TPV,Swift wing oyster
EHJ,European wing oyster
TXX,Wing oysters nei
KNP,Fingerprint oyster
OGQ,Australian mud oyster
OAH,Red flat oyster
OCH,Chilean flat oyster
ODW,Japanese flat oyster
OYF,European flat oyster
OFO,Yaquina oyster
OBF,
DRY,New Zealand dredge oyster
ODE,Denticulate rock oyster
OYX,Flat oysters nei
KOL,New Zealand rock oyster
OAK,Kegaki oyster
KOM,Philippines hooded oyster
KOX,Coral rock oyster
KOU,Palmate oyster
CSC,Hooded oyster
OYS,Sydney cupped oyster
OYN,Spiny rock oyster
OZX,
DDF,Leaf oyster
DDO,Frons oyster
YKG,Angel oyster
IOM,Sand oyster
IOK,Stone oyster
LFI,Cock's comb oyster
OYG,Pacific cupped oyster
OYM,Mangrove cupped oyster
OYA,American cupped oyster
KAN,Ariake cupped oyster
KAY,Gryphea cupped oyster
OYI,Indian backwater oyster
CSI,Slipper cupped oyster
OYL,Lugubrious cupped oyster
OYR,Cortez oyster
OYU,Suminoe oyster
KRL,Columbia black oyster
OGZ,Gasar cupped oyster
KBL,Kumamoto oyster
OYC,Cupped oysters nei
UOG,Megodon oyster
QOS,Dwarf oyster
OYH,Olympia oyster
OAQ,Crested oyster
OST,Flat and cupped oysters nei
QPF,Felippone's scallop
QPT,Tehuelche scallop
QSC,Queen scallop
DMK,Antarctic scallop
KTJ,Japanese baking scallop
KTO,Modest scallop
KTN,Chinese scallop
EKY,Lunar Mexican scallop
EKD,San Diego scallop
KTE,Silken scallop
EKV,Vogde's scallop
SCE,Great Atlantic scallop
PSU,Groovesided scallop
SJA,Great Mediterranean scallop
SCZ,New Zealand scallop
SSC,Southern Australia scallop
EKZ,Zigzag scallop
KTZ,Pecten scallops nei
UMJ,Saucer scallop
UMP,Asian moon scallop
UMY,Paper moon scallop
QCB,Bifrons scallop
FXG,Smooth scallop
FXP,Proteus scallop
FXF,Flexuous scallop
INQ,Giant rock scallop
YKD,Pacific lion's paw
YRD,Lion's paw
SWW,Swift's scallop
SCA,American sea scallop
GLQ,Royal cloak scallop
MPX,Cat's paw scallop
UDV,Club scallop
SCC,Calico scallop
SCB,Atlantic bay scallop
SCQ,Peruvian calico scallop
SCH,Pacific calico scallop
VSC,Variegated scallop
ISC,Iceland scallop
CMF,Farrer's scallop
CMN,Noble scallop
KLJ,Doughboy scallop
KLH,Spiny scallop
KLD,Hind's scallop
KLN,Senatorial scallop
KMM,Little bay scallop
LAQ,Scaly Pacific scallop
KMV,Scallop
DEI,Cloak scallop
DKD,Flatribbed scallop
NKF,Leopard scallop
BAV,Distant scallop
MVY,Box scallop
VOS,Singapore scallop
SCG,Weathervane scallop
JSC,Yesso scallop
ZYE,Delicate scallop
ZYP,Patagonian scallop
SCX,Scallops nei
CLQ,Ocean quahog
MUK,Korean mussel
MUJ,Californian mussel
MYC,Chilean mussel
YUO,New Zealand blue mussel
MUS,Blue mussel
YUD,Kerguelen mussel
YUS,Norhtern blue mussel
MSR,River Plata mussel
MSM,Mediterranean mussel
MYA,Australian mussel
MYV,Mytilus mussels nei
YEG,Guyana swamp mussel
YER,Strigate mangrove mussel
YEP,Reeve's mangrove mussel
KUK,Arcuate mussel
GKD,Atlantic ribbed mussel
IHR,Hooked mussel
LFF,European date mussel
LFN,Pacific date mussel
LFS,Cylinder date mussel
NJX,Date mussels nei
UUH,Senhouse horse mussel
FRB,Box mussel
TVS,Distorted mussel
CHC,Choro mussel
YUM,Black mussel
YUP,Pinpricked mussel
DLC,Eared horse mussel
DJB,Bearded horse mussel
DJK,Kurilean horse mussel
DJM,Yellowbanded horse mussel
DJO,Northern horse mussel
DJF,Philippine horse mussel
DJX,Capax horse mussel
DJI,Tulip mussel
DJE,Offshore horse mussel
DJU,Straight horse mussel
DJN,Shiny mussel
DJH,Rhomboid mussel
DJQ,False tulip mussel
DJD,Adriatic horse mussel
DLQ,Furrowed horse mussel
MOD,Horse mussels nei
MSL,South American rock mussel
MSV,Green mussel
MUZ,New Zealand mussel
MSI,Indian brown mussel
PQJ,African mussel
XMS,Perna mussels nei
MSC,Cholga mussel
BFF,
BFH,
DOF,
MSX,Sea mussels nei
SVE,Striped venus
SZN,
AYQ,King's littleneck
CTS,Pullet carpet shell
VNA,Golden carpet shell
VNR,Banded carpet shell
VUC,Corrugated venus
VUD,Durable venus
VEN,
ITU,Purple amiantis
NKB,West Indian pointed venus
NAQ,Squamose venus
KLK,Smooth callista
KNN,Cross-barred venus
KNK,Kellett's Panama venus
KNF,King venus
KNU,Stutchbury's venus
KIK,Common Californian venus
KIU,Smooth Pacific venus
KIG,Ornate venus
KID,Frilled Californian venus
KIP,Small banded venus
KIS,Semi-rough venus
KNX,
KFR,African venus
KFA,Chamber venus
KEX,
EKP,Koch's venus
EHX,Magellan clam
ERF,Peruvian yellow clam
EZX,
GFD,Discrepant venus
GFK,Forked venus
GFJ,Tumid venus
GFP,Comb venus
FZX,Venus nei
GFQ,Equilateral venus
KTH,Hiant venus
KYJ,Japan venus
KYM,Marbled venus
IKK,Camp pitar venus
IKO,Ornate pitar venus
KSM,Calico clam
KSN,Sunray venus
KAX,
KIO,Fertile venus
RFM,Ovate clam
HCJ,Japanese hard clam
HCA,Asiatic hard clam
MXK,Backwater hard clam
MXL,Lyrate hard clam
MXH,Spotted hard clam
HCX,Hard clams nei
EGA,Golden callista
EGQ,Squalid callista
EGI,Princess venus
EGU,Youthful venus
GTQ,Many-ridged venus
EGK,Clathrate venus
EGE,Reticulated venus
CTG,Grooved carpet shell
CLJ,Japanese carpet shell
RTV,Variegated carpet shell
